id,nombre,codigo_nif,localidad,codigo_primario_cnae_2009,sector,actividad,literal_codigo_cnae_2009_primario,fecha_constitucion,año,antiguedad,segmentacion_de_antiguedad,nombre_marca,marca_sn,nombre_auditor,auditor_sn,no_of_companies_in_corporate_group,grupos_corporativos,numero_de_participadas,participadas,remuneracion_consejo,consejo,importador_exportador,importacion_percent,importacion_euros,exportacion_percent,exportacion_euros,total_activo,fondos_propios,gastos_de_personal,coste_por_persona,personal_porcentaje,rendimiento,ebitda,inmovilizado,ingresos_de_explotacion,ingresos_de_explotacion_mil_eur_ano_1,ingresos_de_explotacion_mil_eur_ano_2,numero_empleados,valor_agregado,segmentacion_tamano_1,segmentacion_tamano_2,crecimiento,crece,capitalizacion,rotacion_de_activos,inmovilizado_tactivo,va_porcentaje,productividad_va_pax,productividad_ventas_pax,ultimo_ano_disponible,ult_año_disp,materiales,resultado_explotacion,resultado_del_ejercicio,deudores,deudores_sin_iva,existencias,acreedores_comerciales,acreedores_comerciales_sin_iva,deudas_financieras,dotaciones_para_amortiz_de_inmovil,cash_flow,fondo_de_maniobra,margen,coste,rotacion_stocks,competitividad,nofs_ventas,segmentacion_tamano_2_grp,segmentacion_tamano_1_grp,localidad_grp,sector_grp,inmovilizado_empleado,ebitda_porc,clientes_proveedores_sin_iva
843,CONFECCIONES BERGIS SL,B53007001,CASTALLA,1413,Textil,Industria,Confección de otras prendas de vestir exteriores,1995-02-09,1995,30,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,165.06081,84.06546,280.90463,31.2116255555556,0.864068939076177,0.0478606642000606,7.89992,13.14924,325.09516,314.40327,275.53795,9,288.80455,Menos de 1M€,Menos de 1M€,0.034006930016981,Se mantiene,0.509299936187154,1.96954782906978,0.0796630041982709,0.888369270093101,32.0893944444444,36.1216844444444,2023-12-31,2023,4.76774,4.77675,3.6551,28.53284,23.5808595041322,3.48636,0.03687,0.0304710743801653,0.15142,3.12317,6.77827,31.98233,0.0146656751210938,0.9853343248789062,1.3675409309423,0.0200559110079979,0.0831656442678263,Menos de 1M€,Menos de 1M€,,Textil,1.4610266666666667,0.024300331016924397,773.8768646596136
844,SUCH IMPRESORES SL,B96720354,L'OLLERIA,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1998-01-16,1998,27,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,256.04145,78.39503,85.81295,85.81295,0.264312364400575,0.131708010558447,33.72271,73.78476,324.66491,347.828959,309.435459,1,119.66015,Menos de 1M€,Menos de 1M€,-0.0665960909827522,Decrece,0.306181010926161,1.26801699490454,0.288175059155461,0.36856508453593,119.66015,324.66491,2024-12-31,2024,177.8857,23.76537,14.89885,34.82951,28.7847190082645,51.26664,27.65578,22.8560165289256,8.9306,9.95734,24.85619,58.440369,0.547905531275308,0.45209446872469194,3.46981389847277,1.90113022746917,0.176167305790265,Menos de 1M€,Menos de 1M€,,Otros,73.78476,0.10386927863562465,1.2593935155689
845,TALLERES SATORRE SL,B03872207,MURO DE ALCOY,2894,Textil,Industria,"Fabricación de maquinaria para las industrias textil, de la confección y del cuero",1993-08-15,1993,32,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,332.22389,145.81733,138.13605,27.62721,0.428199248847481,0.126166694393952,41.91559,95.35674,322.5976,255.09066,236.45954,5,180.051639,Menos de 1M€,Menos de 1M€,0.264639011087274,Crece,0.43891283676198,0.971024690608493,0.28702553570124,0.558130745548014,36.0103278,64.51952,2023-12-31,2023,100.16783,36.69368,25.580929,115.98667,95.8567520661157,3.54286,55.84502,46.1529090909091,0.0,5.22191,30.802839,63.68451,0.310503952912235,0.689496047087765,28.2731550216492,8.77892639552247,0.165056103874321,Menos de 1M€,Menos de 1M€,El comtat,Textil,19.071348,0.1299314998003705,2.0769384629103897
846,DURA CARTONAJES FOTOGRAFICOS SL,B53474987,CASTALLA,1712,Papel y Cartón,Industria,Fabricación de papel y cartón,2000-07-01,2000,25,Mayor de 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,245.76956,208.74181,146.87486,29.374972,0.456115810018508,-0.0111893433832896,-2.75,33.96426,322.01221,312.388149,323.90739,5,144.19175,Menos de 1M€,Menos de 1M€,0.0308080221058578,Se mantiene,0.849339560196145,1.31022006956435,0.138195551963392,0.447783486222464,28.83835,64.402442,2023-12-31,2023,109.46279,-7.77388,-9.04598,31.92339,26.3829669421488,82.06421,15.28229,12.6299917355372,0.0,5.02388,-4.022099,98.70531,0.339933662763906,0.660066337236094,1.33386758978122,0.453426495436393,0.2975576149942,Menos de 1M€,Menos de 1M€,,Papel y cartón,6.792852000000001,-0.00854004883852075,2.088914030554323
847,JOLUCA AUXILIARES DE LA MUÑECA SL.,B42563502,ONIL,3240,Juguete,Industria,Fabricación de juegos y juguetes,2018-03-06,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,161.06736,46.39563,161.50816,26.9180266666667,0.501684986199856,0.116187786277741,18.71406,2.0,321.93142,254.10761,242.22981,6,180.22222,Menos de 1M€,Menos de 1M€,0.266909794633856,Crece,0.288051098621099,1.99873779516843,0.0124171650916734,0.559815565687872,30.0370366666667,53.6552366666667,2024-12-31,2024,93.84861,18.71406,8.62146,20.48847,16.9326198347107,54.95025,21.16924,17.4952396694215,49.62012,,,54.269479,0.29151739833285,0.7084826016671499,1.70788322164139,0.497877673429225,0.168941665169834,Menos de 1M€,Menos de 1M€,,Juguete,0.3333333333333333,0.05813057948801642,0.9678415474528104
848,CERAMICAS HNOS FENOLLAR PLA SL,B96668330,RAFOL DE SALEM,2332,Construcción,Industria,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",1997-07-11,1997,28,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,346.36732,294.74073,204.97693,40.995386,0.636737772497747,0.134951155322621,46.74267,49.85704,321.91734,357.744,353.61678,5,251.7196,Menos de 1M€,Menos de 1M€,-0.100146082114585,Decrece,0.850948438207161,0.929410257295636,0.143942679118804,0.781938618155828,50.34392,64.383468,2024-12-31,2024,62.74495,36.0201,28.56394,56.76707,46.9149338842975,80.3591,9.82645,8.12103305785124,0.0,10.72257,39.286509,127.29972,0.194910128171412,0.8050898718285879,0.780807027455509,0.152187197798492,0.370135391981203,Menos de 1M€,Menos de 1M€,,Otros,9.971408,0.14520084565808103,5.776966249255831
849,LAPEÑA Y VALERO SL,B03738259,IBI,1071,Alimentación,Industria,Fabricación de pan y de productos frescos de panadería y pastelería,1992-01-01,1992,33,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,109.65063,93.22911,115.95662,23.191324,0.363144051036317,-0.0445036202710372,-4.87985,8.78962,319.31301,293.54328,307.24211,5,111.07677,Menos de 1M€,Menos de 1M€,0.0877885196349923,Crece,0.850237796171349,2.91209462271215,0.0801602325495075,0.347861710990103,22.215354,63.862602,2024-12-31,2024,161.80575,-6.17959,-4.23565,27.53395,22.7553305785124,30.712,6.58639,5.44329752066116,0.0,1.29974,-2.93591,51.65956,0.506730840688264,0.493269159311736,5.26848625944256,2.6697044714019,0.150397984278346,Menos de 1M€,Menos de 1M€,,Alimentación,1.7579239999999998,-0.015282340046213589,4.180431161835237
850,TALLERES RAYPI SL,B03960036,IBI,2573,Maquinaria,Industria,Fabricación de herramientas,1994-08-09,1994,31,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,488.65309,308.00023,144.90242,28.980484,0.454472196755512,-0.00935583974307827,-4.57176,185.38558,318.83671,363.44434,387.51612,5,138.07968,Menos de 1M€,Menos de 1M€,-0.122735794977575,Decrece,0.630304476331051,0.65248069954904,0.379380758648226,0.433073343405156,27.615936,63.767342,2023-12-31,2023,138.42278,-14.57911,-16.83009,62.91271,51.9939752066116,52.23101,9.07898,7.50328925619835,25.88319,10.00735,-6.82274,106.06474,0.434149442829215,0.565850557170785,2.65020301158258,1.15058416086289,0.303358091828301,Menos de 1M€,Menos de 1M€,,Otros,37.077116000000004,-0.0143388758465109,6.929490978061414
851,CARPINTERIA METALICA ALU-VALL SL.,B98528169,ONTINYENT,2512,Metal,Industria,Fabricación de carpintería metálica,2013-03-28,2013,12,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,197.94723,88.95705,109.11319,27.2782975,0.342502103888954,0.0619876267023287,12.270279,3.35626,318.5767,371.00746,381.56366,4,121.4073,Menos de 1M€,Menos de 1M€,-0.141319961598616,Decrece,0.449397801626221,1.60940216238439,0.0169553269323344,0.381092842006336,30.351825,79.644175,2024-12-31,2024,161.84921,11.56424,11.58807,66.320009,54.8099247933884,4.4015,39.05213,32.2744876033058,0.0,0.70604,12.29411,31.669379,0.508038440978264,0.491961559021736,36.7713756673861,18.6812723666849,0.0845540090975977,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Metal,0.839065,0.03851593352558426,1.698243066383317
853,NOU PERFIL 21 ALUMINIS SL,B97809990,MONTAVERNER,2512,Metal,Industria,Fabricación de carpintería metálica,2006-10-31,2006,19,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,150.20648,42.47572,54.02444,27.01222,0.169796865433456,0.123696920399173,18.580079,38.33902,318.171009,213.783669,233.18519,2,72.60452,Menos de 1M€,Menos de 1M€,0.488284911978005,Crece,0.282782207531925,2.1182242537073,0.255242117384017,0.228193386406239,36.30226,159.0855045,2024-12-31,2024,229.47056,17.70496,13.57297,34.44376,28.4659173553719,4.3102,41.96456,34.6814545454545,0.0,0.87512,14.44809,-3.210599,0.721217689572716,0.27878231042728396,53.238958749014,38.396878824221,-0.00598840603382139,Menos de 1M€,Menos de 1M€,,Metal,19.16951,0.05839651782981899,0.8207821075688639
854,JUGUETES MAYBRO SL,B03837390,CASTALLA,3240,Juguete,Industria,Fabricación de juegos y juguetes,1993-02-23,1993,32,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,513.61899,296.56471,213.69022,26.7112775,0.672687786462189,-0.00560308138139518,-2.877849,170.30513,317.66627,443.52497,644.36352,8,211.82238,Menos de 1M€,Menos de 1M€,-0.283769141566032,Decrece,0.577402151738977,0.618486224584492,0.331578725311539,0.666807905038203,26.4777975,39.70828375,2024-12-31,2024,-17.1029,-41.20551,-38.15806,305.57013,252.537297520661,32.54652,0.0,0.0,92.29404,38.32766,0.1696,338.11665,-0.0538392067876769,1.053839206787677,-0.525490897337104,0.0282920130867742,0.897431815850834,Menos de 1M€,Menos de 1M€,,Juguete,21.28814125,-0.009059347094043066,
855,EQUIPOS DE RECICLADO BIOLOGICO SL,B54508924,COCENTAINA,2829,Maquinaria,Industria,Fabricación de otra maquinaria de uso general n.c.o.p.,2010-07-23,2010,15,Entre 10 y 25 años,COMTEM,Sí,Sin auditor,No,5.0,Grupo Corporativo,2,Participadas,,No consejo,Exportador,0.0,0.0,0.0,0.0,1437.71805,455.08664,123.65517,30.9137925,0.390714095341944,0.058163351291305,83.6225,169.67721,316.48505,557.76776,744.07348,4,199.02767,Menos de 1M€,Menos de 1M€,-0.4325863330645,Decrece,0.31653399635624,0.220130122175207,0.118018418145338,0.628869104559599,49.7569175,79.1212625,2022-12-31,2022,69.79692,21.81103,0.026529,267.55702,221.121504132231,998.115,229.48808,189.659570247934,30.0,61.81147,61.838,1036.18394,0.220537810553769,0.779462189446231,0.0699287356667318,0.0154219302587343,3.25316135433347,Menos de 1M€,Menos de 1M€,El comtat,Otros,42.4193025,0.2642225912408817,1.1658863501755705
856,PULIDOS GAONA SL.,B42707737,IBI,2561,Metal,Industria,Tratamiento y revestimiento de metales,2020-04-30,2020,5,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,357.80824,280.45197,98.85086,32.9502866666667,0.313869697104883,0.433057913926186,154.95169,28.99671,314.94235,215.07579,206.28981,3,253.80255,Menos de 1M€,Menos de 1M€,0.46433194549698,Crece,0.783805230421748,0.880198706435603,0.0810398050084034,0.805869867929797,84.60085,104.980783333333,2024-12-31,2024,13.22634,147.9905,112.158129,39.41756,32.5764958677686,,2.28627,1.88947933884298,0.0,6.96119,119.119319,37.13129,0.0419960668992278,0.9580039331007721,,,,Menos de 1M€,Menos de 1M€,,Metal,9.66557,0.49200017082491454,17.24099078411557
857,PINTURA INDUSTRIAL RICO SL,B03868064,CASTALLA,2561,Metal,Industria,Tratamiento y revestimiento de metales,1993-07-05,1993,32,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,275.47755,239.91202,213.4424,53.3606,0.677919547252405,0.0325235577272994,8.95951,35.46884,314.84916,299.03301,227.28395,4,222.417669,Menos de 1M€,Menos de 1M€,0.0528909835071385,Crece,0.870894996706628,1.14292130157249,0.12875401280431,0.706426115286444,55.60441725,78.71229,2024-12-31,2024,33.24907,4.25343,3.287279,103.46849,85.5111487603306,31.80621,7.73564,6.39309090909091,0.0,4.70608,7.99336,127.53906,0.105603172007828,0.894396827992172,1.04536409713701,0.110393764560767,0.352309238656504,Menos de 1M€,Menos de 1M€,,Metal,8.86721,0.0284565154945943,13.37555651503948
858,MECANIZADOS TORTOSA SL,B53012134,IBI,2896,Plástico,Industria,Fabricación de maquinaria para la industria del plástico y el caucho,1995-02-24,1995,30,Entre 25 y 50 años,RT,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,674.49136,601.02638,203.98394,33.9973233333333,0.650020850104289,0.0542727930569785,36.60653,283.25429,313.81138,387.3413,390.27663,6,247.119979,Menos de 1M€,Menos de 1M€,-0.189832377802212,Decrece,0.89108091762658,0.465256337753533,0.419952436455228,0.787479341890023,41.1866631666667,52.3018966666667,2024-12-31,2024,108.98611,27.40829,26.11279,135.89983,112.313909090909,191.5508,10.96892,9.06522314049587,0.0,9.19824,35.31103,316.48171,0.34729814450961,0.6527018554903901,0.568967135611023,0.197601230484656,0.939416173978182,Menos de 1M€,Menos de 1M€,,Plástico,47.209048333333335,0.11665137828972295,12.389536071007887
859,TALLERES AGULLENT SL.,B06848642,AGULLENT,2410,Metal,Industria,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",2021-06-02,2021,4,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,143.91222,70.18216,101.50487,33.8349566666667,0.324034479445228,0.243175179981241,34.99588,14.07862,313.2533,374.56813,249.73237,3,136.50075,Menos de 1M€,Menos de 1M€,-0.163694732918148,Decrece,0.487673388680961,2.17669701711224,0.0978278286583308,0.435751993674129,45.50025,104.417766666667,2024-12-31,2024,147.49529,24.41899,18.67247,26.28627,21.7241900826446,10.835,12.79205,10.5719421487603,0.0,10.57689,29.24936,24.32922,0.470849916026423,0.529150083973577,13.612855560683,6.40961189762741,0.0701899961912111,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Metal,4.692873333333334,0.11171751422890037,2.054891123783916
860,TEXALEXPORT TEXTIL 2019 SOCIEDAD LIMITADA.,B40591281,ONTINYENT,1320,Textil,Industria,Fabricación de tejidos textiles,2019-06-06,2019,6,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,844.70626,-85.84916,83.02956,16.605912,0.265390636918849,-0.0351067245553502,-29.65487,37.47276,312.85791,241.29095,138.36838,5,53.37469,Menos de 1M€,Menos de 1M€,0.296600266193158,Crece,-0.101631968490443,0.370374797506532,0.0443618826738658,0.170603613634062,10.674938,62.571582,2023-12-31,2023,215.20642,-29.65487,-22.83425,803.53522,664.078694214876,3.69828,593.87358,490.804611570248,0.0,,,213.35992,0.687872715124895,0.312127284875105,58.1909482245801,40.0279655509341,0.565663699040334,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,7.4945520000000005,-0.09478702328478765,1.3530408609859355
861,MECANIZADOS IBI SL.,B42548420,IBI,2849,Maquinaria,Industria,Fabricación de otras máquinas herramienta,2018-01-01,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,543.05147,199.74996,87.42754,87.42754,0.281404995573291,0.0856642907163109,46.520119,317.68542,310.68226,483.68891,365.61199,1,134.02278,Menos de 1M€,Menos de 1M€,-0.357681655343307,Decrece,0.367828780575808,0.572104629419381,0.585000570940357,0.43138214586182,134.02278,310.68226,2024-12-31,2024,201.85962,17.7846,3.52871,73.77352,60.9698512396694,148.56,80.02568,66.1369256198347,58.42852,28.73552,32.26423,142.30784,0.649730113331865,0.35026988666813497,1.35877504038772,0.882837060983624,0.461542044981373,Menos de 1M€,Menos de 1M€,,Otros,317.68542,0.14973535663091933,0.9218730787417238
862,CHENIBEN SL.,B54608096,BENIARRES,1320,Textil,Industria,Fabricación de tejidos textiles,2012-01-10,2012,13,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,645.62025,26.78944,97.4777,32.4925666666667,0.317917586759418,0.0671827440356773,43.37454,543.9437,306.61311,278.37623,385.35785,3,140.6933,Menos de 1M€,Menos de 1M€,0.101434235243433,Crece,0.0414941136062569,0.474912473702614,0.84251338151181,0.458862636369332,46.8977666666667,102.20437,2024-12-31,2024,54.02969,-4.03811,-12.14284,25.34645,20.947479338843,1.3201,11.95359,9.879,0.0,47.41265,35.26981,14.71296,0.176214546077302,0.823785453922698,40.9284826907053,7.21219399897536,0.0404045976339465,Menos de 1M€,Menos de 1M€,,Textil,181.31456666666668,0.14146342274797058,2.1204048323558053
863,FITLENE FACTORY S.L.,B05324843,L'ALQUERIA D'ASNAR,1310,Textil,Industria,Preparación e hilado de fibras textiles,2021-04-07,2021,4,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,215.31118,-33.6369,217.95372,27.244215,0.71133270239738,0.0531265956556459,11.43875,187.82627,306.40194,249.80294,138.39801,8,229.392469,Menos de 1M€,Menos de 1M€,0.226574595158888,Crece,-0.156224586201237,1.42306562994081,0.872347966324833,0.748665197746463,28.674058625,38.3002425,2024-12-31,2024,2.72872,-3.60858,-9.12359,12.39708,10.245520661157,,5.48798,4.53552066115703,1.96252,15.04733,5.92374,6.9091,0.008905687738139,0.991094312261861,,,,Menos de 1M€,Menos de 1M€,,Textil,23.47828375,0.03733249861276988,2.2589513810181447
864,IMPRENTA SIMO SL,B96747324,ALBAIDA,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1998-03-31,1998,27,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,261.30796,166.64583,108.64811,18.1080183333333,0.358339098246153,0.179409609259511,46.881159,99.46129,303.19915,298.74938,254.47984,6,155.53628,Menos de 1M€,Menos de 1M€,0.0148946585261533,Se mantiene,0.637737288982701,1.16031348604918,0.380628626850862,0.51298389194033,25.9227133333333,50.5331916666667,2024-12-31,2024,107.8689,13.51056,10.30672,61.67947,50.9747685950413,6.14392,25.21957,20.8426198347107,0.0,33.3706,43.67732,42.60382,0.355769137215589,0.644230862784411,17.5570157163505,6.24624433348655,0.119644361668991,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Otros,16.57688166666667,0.1546216702784292,2.445698717305652
865,RIESPATEX SL,B54018098,BANYERES DE MARIOLA,1310,Textil,Industria,Preparación e hilado de fibras textiles,2005-06-23,2005,20,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,76.87912,37.11199,42.82348,21.41174,0.14182093683828,0.0511046432373315,3.92888,21.97642,301.95457,249.29354,284.97089,2,46.75236,Menos de 1M€,Menos de 1M€,0.211241053418392,Crece,0.482731722215343,3.92765382850376,0.285856810015515,0.154832430587158,23.37618,150.977285,2024-12-31,2024,219.19245,2.3296,1.17034,22.27966,18.4129421487603,28.26292,9.36506,7.73971900826446,0.0,1.59928,2.76962,41.17752,0.725912013850295,0.274087986149705,7.75547784871485,5.62979454353196,0.128947023853608,Menos de 1M€,Menos de 1M€,L'Alcoià,Textil,10.98821,0.013011493748877521,2.3790194617012568
866,PLABELPUNT SOCIEDAD LIMITADA,B96553235,AGULLENT,1414,Textil,Industria,Confección de ropa interior,1996-06-03,1996,29,Entre 25 y 50 años,J PLA B CAPITANA JOSE PLA BELDA,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,590.78644,87.45983,254.14103,36.3058614285714,0.850276782137984,0.275478834619156,162.74916,75.62866,298.89212,314.11716,375.37753,7,416.89019,Menos de 1M€,Menos de 1M€,-0.0484693036190701,Se mantiene,0.148039670646469,0.505922444665453,0.12801353395992,1.39478481399911,59.5557414285714,42.6988742857143,2024-12-31,2024,112.86269,157.80863,119.58132,434.41685,359.022190082645,63.32191,231.68122,191.472082644628,9.69471,4.94053,124.52185,266.05754,0.377603430963653,0.622396569036347,1.78236395585667,0.673026744957428,0.772425908846364,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,10.804094285714285,0.5445080318611277,1.875062855763625
867,MARMOLES ONTINYENT SOCIEDAD LIMITADA,B96233457,ONTINYENT,2370,Textil,Industria,"Corte, tallado y acabado de la piedra",1993-12-17,1993,32,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,150.27688,113.37314,128.63554,32.158885,0.430824296532873,0.0712534755845344,10.70775,39.80687,298.58005,305.34485,289.03627,4,139.363289,Menos de 1M€,Menos de 1M€,-0.0221546228796718,Se mantiene,0.754428359172748,1.98686617662012,0.264890181377202,0.466753518863702,34.84082225,74.6450125,2024-12-31,2024,123.10247,9.17075,9.19075,27.52883,22.7510991735537,23.72779,24.02794,19.8578016528926,0.0,1.537,10.72775,27.22868,0.412293018237488,0.587706981762512,5.18811360012879,2.13902301515606,0.089158962632169,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,9.9517175,0.03586224196827618,1.1457007966558899
868,MANUFACTURAS ULLSPLAST SL,B54261284,ONIL,3240,Juguete,Industria,Fabricación de juegos y juguetes,2007-07-17,2007,18,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,30.0,43.746729,221.15979,171.01575,135.15032,45.0501066666667,0.453902856756725,0.0758677244177163,16.77889,0.60024,297.75164,234.30227,259.25281,3,151.92921,Menos de 1M€,Menos de 1M€,0.270801345629302,Crece,0.773267825946118,1.34631905736572,0.00271405575127377,0.510254821770251,50.64307,99.2505466666667,2024-12-31,2024,101.07063,16.77889,12.30348,20.55057,16.9839421487603,100.50891,10.71964,8.85920661157025,0.0,,,110.33984,0.339446090036649,0.6605539099633511,1.00558875825039,0.341343172172904,0.364846506092091,Menos de 1M€,Menos de 1M€,,Juguete,0.20008,0.05635196501352604,1.917095163643551
869,PIROTECNIA EUROPEA SL,B96159744,BUFALI,2051,Química,Industria,Fabricación de explosivos,1993-05-11,1993,32,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,392.69934,368.79936,46.66339,46.66339,0.156991873384251,-0.00128444320787501,-0.5044,257.28275,297.23443,221.00301,59.49032,1,46.15899,Menos de 1M€,Menos de 1M€,0.344933854068322,Crece,0.939139240722941,0.756900762807495,0.655164712016068,0.155294896355042,46.15899,297.23443,2022-12-31,2022,214.72149,-20.55802,-15.41851,0.05977,0.049396694214876,,17.91677,14.8072479338843,0.0,20.05362,4.635109,-17.857,0.722397772021229,0.277602227978771,,,,Menos de 1M€,Menos de 1M€,,Otros,257.28275,-0.0016969770292088976,0.0033359807599249165
870,SOLO BORRAS SL,B98277940,AIELO DE MALFERIT,1392,Textil,Industria,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",2010-08-05,2010,15,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,521.52434,505.72432,208.70632,34.7843866666667,0.706815099890405,0.0858869597534029,44.79214,279.10126,295.27711,961.19012,1621.54652,6,257.47591,Menos de 1M€,Menos de 1M€,-0.692800514845076,Decrece,0.969704156089819,0.566180880455167,0.535164399038403,0.87198059477079,42.9126516666667,49.2128516666667,2024-12-31,2024,114.97579,26.97624,23.215269,144.7387,119.618760330579,76.694,0.0,0.0,0.0,17.8159,41.03117,221.4327,0.389382671755356,0.610617328244644,1.49914973791952,0.583742930312445,0.664842460462237,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,46.51687666666667,0.15169526686304943,
871,METAL-INOX ONTINYENT SOCIEDAD LIMITADA.,B70660386,ONTINYENT,2512,Metal,Industria,Fabricación de carpintería metálica,2024-02-02,2024,1,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,130.82114,11.40541,117.18073,29.2951825,0.398272078225342,0.0978604834050521,12.80222,12.77005,294.22281,,,4,129.98295,Menos de 1M€,Menos de 1M€,,Se mantiene,0.0871832335354974,2.24904636972281,0.0976145751367095,0.441784068339229,32.4957375,73.5557025,2024-12-31,2024,125.02625,11.50478,8.40541,75.06521,62.0373636363636,,18.05998,14.9256033057851,0.0,1.29744,9.70285,57.00523,0.424937311964358,0.575062688035642,,,,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Metal,3.1925125,0.043511990113886824,4.156439265159767
872,PRINTKEA IMPRESION Y ROTULACION SL.,B98698145,ONTINYENT,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,2014-12-30,2014,11,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,121.70194,97.83016,147.3891,29.47782,0.502583398101711,0.227573775734388,27.69617,31.65656,293.26297,266.415789,217.01034,5,174.98591,Menos de 1M€,Menos de 1M€,0.100771733915515,Crece,0.803850456286892,2.40968196562849,0.260115491996266,0.596686005055463,34.997182,58.652594,2024-12-31,2024,70.7527,17.70288,13.92338,62.24245,51.440041322314,18.58826,1.97964,1.63606611570248,1.38293,9.99329,23.91667,78.851069,0.241260258668184,0.758739741331816,3.80631108021945,0.918311595785321,0.23321128885318,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Otros,6.331312,0.09444141549817898,31.441297407609422
